,A,B,C,D,E,F,G
11518,37,16,36,06,38,12,19
11517,17,18,32,09,06,10,42
11516,13,45,19,28,35,39,47
11515,01,07,21,39,44,37,46
11514,28,34,43,48,02,06,31
11513,21,25,30,24,27,02,08
11512,18,04,43,07,05,09,25
11511,40,06,09,45,31,07,43
11510,19,27,01,37,46,21,47
11509,48,04,02,34,35,06,28
11508,47,38,14,28,42,34,01
11507,39,13,48,34,42,01,15
11506,33,10,46,16,30,04,19
11505,19,33,18,06,37,23,43
11504,13,02,22,15,32,44,45
11503,31,43,23,47,36,29,27
11502,33,39,28,45,06,37,46
11501,39,30,31,44,22,36,05
11500,08,03,10,40,21,27,05
11499,28,27,45,35,09,38,14
11498,21,26,44,37,14,20,04
11497,13,42,46,47,44,16,48
11496,01,36,43,15,49,39,02
11495,27,12,17,40,08,03,04
11494,30,42,08,35,17,18,47
11493,24,23,08,34,18,35,36
11492,09,23,13,44,19,39,03
11491,03,43,21,02,09,37,39
11490,39,02,41,10,05,12,47
11489,37,39,34,23,43,47,49
11488,33,22,40,01,28,29,10
11487,21,32,10,25,46,09,35
11486,41,26,37,08,03,10,31
11485,30,20,12,36,22,34,08
11484,30,29,47,38,48,20,24
11483,35,29,47,39,17,06,26
11482,32,46,25,22,17,23,43
11481,07,21,27,32,06,39,30
11480,47,39,44,13,17,38,10
11479,35,20,27,21,33,18,37
11478,29,18,31,39,28,33,20
11477,48,31,02,09,17,22,07
11476,04,10,14,20,45,26,15
11475,43,15,14,41,20,02,37
11474,23,06,42,09,43,29,38
11473,30,05,33,09,29,16,45
11472,01,32,24,47,35,22,49
11471,05,10,23,30,13,03,20
11470,21,19,45,09,33,07,18
11469,23,35,21,20,18,06,46
11468,01,26,20,46,10,09,21
11467,46,16,12,33,28,40,48
11466,36,22,48,15,10,30,37
11465,19,17,38,05,39,02,13
11464,49,30,44,22,33,17,48
11463,11,35,47,44,02,32,38
11462,44,46,48,32,49,41,29
11461,18,12,44,03,24,02,41
11460,29,24,27,43,15,22,01
11459,34,39,43,32,28,09,47
11458,47,19,46,26,33,38,28
11457,39,27,11,16,48,13,23
11456,42,29,11,20,44,40,03
11455,40,41,44,46,18,09,16
11454,38,44,15,46,20,33,41
11453,19,16,23,10,08,34,14
11452,18,26,10,45,37,08,17
11451,02,20,32,29,33,21,01
11450,03,27,12,15,40,06,33
11449,48,41,22,31,03,25,38
11448,27,31,10,43,44,23,06
11447,01,30,15,32,21,47,04
11446,49,40,39,25,10,16,07
11445,09,33,10,01,31,17,46
11444,48,33,08,24,19,42,16
11443,12,15,32,34,14,41,24
11442,43,11,06,02,09,49,21
11441,21,14,44,15,17,12,11
11440,11,20,31,40,14,33,07
11439,23,47,17,03,31,26,30
11438,14,19,02,41,06,46,17
11437,30,14,39,04,16,34,48
11436,12,17,46,21,22,43,30
11435,26,10,37,06,40,34,32
11434,16,20,13,07,35,33,45
11433,01,32,33,36,16,44,35
11432,01,39,47,07,09,46,18
11431,26,45,03,48,25,14,12
11430,14,36,34,49,20,11,30
11429,14,26,33,30,10,07,01
11428,21,14,35,22,37,42,02
11427,48,32,35,06,08,40,26
11426,25,38,37,35,04,44,01
11425,20,28,12,44,37,18,11
11424,04,27,12,01,08,48,23
11423,30,05,14,06,38,02,04
11422,22,49,30,19,16,11,09
11421,01,45,09,34,47,39,02
11420,15,33,21,08,07,34,43
11419,47,18,36,40,37,01,29
11418,09,48,15,18,44,13,29
11417,41,14,35,34,23,03,12
11416,23,32,48,41,36,49,02
11415,16,40,22,49,15,24,01
11414,16,40,23,47,36,49,26
11413,28,24,43,37,10,33,45
11412,45,49,09,31,13,23,22
11411,16,11,44,38,07,10,31
11410,26,01,17,31,38,22,09
11409,36,08,13,40,17,06,12
11408,12,04,02,43,45,14,20
11407,32,37,13,31,33,22,47
11406,34,07,28,13,23,03,43
11405,23,28,01,47,42,43,24
11404,39,43,21,20,48,47,16
11403,18,02,29,10,12,11,08
11402,39,23,34,19,27,06,33
11401,25,43,28,09,03,22,38
11400,03,39,44,24,30,43,26
11399,39,16,42,43,41,15,26
11398,39,15,21,40,49,33,32
11397,30,06,36,21,01,20,19
11396,10,28,13,21,47,41,06
11395,03,42,29,39,26,33,11
11394,31,37,46,36,41,12,15
11393,37,33,14,45,44,16,49
11392,18,03,27,28,25,44,19
11391,18,30,48,24,16,42,01
11390,03,14,25,12,31,09,42
11389,03,24,09,30,33,02,05
11388,24,30,33,03,43,27,04
11387,23,15,08,02,11,31,34
11386,12,04,20,22,13,14,48
11385,24,20,02,16,17,35,14
11384,18,17,16,30,38,01,31
11383,39,46,08,28,38,18,01
11382,48,34,45,39,03,25,37
11381,17,36,22,02,15,45,08
11380,03,46,04,31,11,06,28
11379,32,14,08,43,17,21,39
11378,25,16,33,46,45,13,04
11377,38,39,02,41,49,10,29
11376,32,29,24,35,02,44,22
11375,36,05,19,17,45,44,32
11374,08,30,34,05,14,20,06
11373,35,19,29,45,23,40,42
11372,09,31,29,34,01,33,36
11371,17,38,46,29,05,21,10
11370,43,40,15,33,01,28,20
11369,13,42,33,08,32,27,06
11368,32,10,02,13,46,19,15
11367,25,09,23,43,46,22,49
11366,11,03,33,49,48,16,10
11365,05,03,45,11,37,43,33
11364,01,20,17,15,25,38,45
11363,30,36,16,02,28,45,15
11362,37,17,13,41,11,02,30
11361,22,40,39,02,08,48,07
11360,03,38,24,17,05,41,26
11359,05,25,30,01,06,12,07
11358,38,11,17,12,22,44,26
11357,06,19,18,46,35,15,26
11356,29,21,44,19,43,20,48
11355,08,20,14,12,02,27,47
11354,34,13,48,46,28,33,05
11353,24,29,08,40,04,36,21
11352,16,43,49,28,03,21,32
11351,07,36,26,45,03,20,40
11350,08,13,25,43,28,06,46
11349,18,45,12,48,42,05,32
11348,41,46,02,31,28,30,32
11347,47,49,44,03,30,05,06
11346,42,32,06,47,08,34,02
11345,35,05,44,38,49,29,40
11344,37,40,42,14,38,17,36
11343,25,45,10,11,28,31,21
11342,34,46,02,19,26,05,42
11341,26,22,11,21,35,19,03
11340,14,01,46,34,11,22,10
11339,48,02,01,19,04,31,27
11338,04,21,10,23,30,28,42
11337,47,18,40,22,29,12,36
11336,45,49,15,27,26,14,33
11335,22,32,30,33,12,37,36
11334,07,21,22,44,02,28,04
11333,02,46,26,01,29,45,05
11332,12,03,32,28,25,45,47
11331,31,32,22,04,23,44,20
11330,47,34,18,29,31,44,12
11329,38,15,33,17,14,32,03
11328,18,15,09,13,49,16,38
11327,06,30,44,17,27,07,21
11326,13,32,04,24,49,31,39
11325,12,09,04,24,23,38,16
11324,28,42,44,24,36,41,02
11323,10,31,19,40,09,17,30
11322,47,31,33,34,14,43,26
11321,23,10,24,49,11,39,01
11320,06,41,01,29,11,26,16
11319,39,20,36,34,04,15,02
11318,35,28,36,39,41,22,43
11317,47,49,40,10,36,41,08
11316,42,29,40,11,49,15,02
11315,07,18,14,06,42,24,31
11314,08,31,07,42,21,02,12
11313,45,05,02,37,47,29,46
11312,36,06,45,14,10,48,35
11311,39,16,47,23,32,08,33
11310,11,48,12,38,36,01,24
11309,44,35,17,02,43,03,49
11308,44,22,35,47,15,39,38
11307,20,29,31,16,32,36,42
11306,03,12,07,41,45,35,33
11305,10,29,15,28,17,49,09
11304,23,18,44,41,47,04,48
11303,17,32,03,26,43,35,47
11302,45,19,43,17,13,14,31
11301,28,16,03,20,40,37,33
11300,05,20,03,32,04,01,47
11299,41,18,42,49,36,32,24
11298,48,16,06,31,05,07,15
11297,27,48,18,04,16,31,10
11296,49,27,33,15,13,23,26
11295,24,15,08,49,36,18,44
11294,14,30,15,03,06,45,34
11293,27,05,08,24,20,30,02
11292,33,15,06,12,20,42,18
11291,48,35,16,36,02,33,08
11290,31,08,26,48,20,13,14
11289,45,49,10,01,32,16,33
11288,31,49,09,10,46,32,44
11287,22,23,41,30,44,36,48
11286,10,27,26,40,43,45,08
11285,31,46,04,35,36,28,47
11284,26,41,43,42,13,11,01
11283,21,45,47,31,15,27,13
11282,03,16,10,21,26,29,01
11281,32,44,11,43,20,31,23
11280,36,40,43,30,26,38,13
11279,35,22,49,05,38,12,07
11278,34,17,44,26,20,11,45
11277,03,12,27,29,01,28,11
11276,13,02,11,23,37,38,34
11275,49,45,26,19,46,43,06
11274,49,15,09,20,27,08,17
11273,27,11,08,35,41,04,22
11272,40,37,24,12,01,10,49
11271,27,13,19,01,37,05,40
11270,27,05,11,09,42,06,32
11269,28,08,14,46,27,21,33
11268,31,12,40,14,33,10,21
11267,42,25,13,49,32,07,37
11266,16,41,27,15,17,06,38
11265,31,15,47,40,35,09,01
11264,27,11,24,48,38,06,39
11263,31,37,03,40,01,36,32
11262,39,41,05,04,45,25,26
11261,45,12,21,47,23,18,10
11260,06,16,17,23,03,15,35
11259,06,03,27,13,17,10,23
11258,35,48,29,04,20,16,33
11257,09,29,48,13,49,37,40
11256,23,18,07,19,34,43,14
11255,14,17,44,13,37,21,34
11254,46,48,09,26,29,03,08
11253,41,18,23,16,03,37,30
11252,18,46,20,11,13,07,39
11251,10,40,15,34,08,27,49
11250,06,01,10,02,48,14,12
11249,07,01,28,24,13,36,09
11248,39,26,38,42,20,12,29
11247,30,11,42,33,06,43,49
11246,21,33,47,42,07,48,15
11245,33,45,30,19,12,42,05
11244,22,03,36,45,16,21,35
11243,05,18,34,11,31,13,32
11242,22,29,07,23,14,49,25
11241,01,02,21,10,22,45,46
11240,42,45,03,39,21,22,31
11239,06,05,13,07,25,15,02
11238,03,43,30,37,47,31,23
11237,31,30,33,28,45,47,26
11236,07,45,37,04,01,19,03
11235,08,43,40,13,47,48,34
11234,03,32,37,10,02,31,26
11233,08,28,15,05,04,10,42
11232,24,11,20,07,27,22,29
11231,22,23,09,31,43,03,28
11230,21,10,19,41,27,28,40
11229,41,27,38,17,23,26,47
11228,08,15,49,05,44,14,43
11227,28,25,19,17,32,16,11
11226,16,25,32,49,36,18,43
11225,32,16,42,07,33,36,01
11224,03,36,46,12,43,40,06
11223,23,46,29,40,02,38,45
11222,31,34,23,01,35,11,21
11221,10,34,13,38,39,31,23
11220,43,07,17,37,09,46,23
11219,49,02,37,19,33,18,45
11218,06,13,49,25,34,39,44
11217,04,02,08,26,21,20,45
11216,35,43,49,11,26,29,03
11215,14,05,47,15,21,30,46
11214,10,03,28,13,44,24,21
11213,17,36,01,29,44,47,22
11212,29,09,22,40,19,35,03
11211,36,32,28,19,14,35,07
11210,03,06,09,17,43,49,27
11209,37,25,26,28,43,16,36
11208,39,36,23,31,47,05,49
11207,19,16,34,32,15,30,17
11206,18,09,34,25,45,28,16
11205,37,40,28,48,15,04,36
11204,06,32,09,27,42,38,41
11203,47,05,33,06,30,31,29
11202,37,36,08,19,47,20,09
11201,10,29,25,43,46,22,09
11200,15,30,28,36,46,37,22
11199,04,20,05,35,10,15,40
11198,30,11,09,03,40,24,14
11197,04,40,48,02,47,14,01
11196,08,03,24,41,10,27,11
11195,21,37,13,15,22,20,48
11194,16,03,31,10,09,06,44
11193,44,35,03,33,25,20,15
11192,01,41,28,03,47,02,26
11191,33,03,18,35,36,47,41
11190,49,45,09,32,03,37,14
11189,41,45,26,40,28,16,39
11188,30,33,04,36,17,47,39
11187,04,02,17,49,48,23,27
11186,19,46,47,34,29,30,18
11185,49,47,08,11,20,10,17
11184,15,38,05,01,48,26,34
11183,06,49,12,48,17,30,43
11182,40,08,19,30,18,16,14
11181,49,36,11,39,19,37,03
11180,22,05,49,10,37,14,15
11179,27,09,25,45,16,42,41
11178,34,24,07,01,36,31,27
11177,20,36,28,22,16,21,02
11176,03,09,25,17,11,37,22
11175,08,44,34,38,26,22,32
11174,39,27,38,30,07,11,32
11173,22,23,18,17,05,02,29
11172,24,18,35,34,45,13,04
11171,45,01,34,40,38,41,20
11170,01,11,42,35,10,34,43
11169,25,39,03,15,42,09,38
11168,28,01,45,17,24,03,02
11167,23,21,24,39,25,19,37
11166,02,28,25,15,18,24,49
11165,19,32,44,25,11,09,20
11164,24,06,05,42,25,46,19
11163,37,14,13,03,33,42,38
11162,28,42,19,41,36,04,40
11161,41,46,15,33,14,35,31
11160,12,36,02,08,27,30,11
11159,18,04,22,11,45,35,06
11158,34,41,22,43,18,29,11
11157,28,31,38,07,42,13,27
11156,09,03,14,38,33,44,42
11155,31,28,05,36,09,46,06
11154,09,33,27,04,26,02,22
11153,39,25,43,34,36,44,09
11152,22,33,20,12,10,37,35
11151,26,47,29,46,21,03,44
11150,05,02,45,31,26,12,06
11149,40,06,23,26,09,45,02
11148,19,25,33,06,26,46,38
11147,30,24,37,03,45,42,11
11146,07,10,47,04,15,24,31
11145,23,18,12,25,13,05,07
11144,29,41,16,38,36,05,46
11143,20,04,28,09,27,47,08
11142,37,32,25,36,11,47,15
11141,10,36,27,02,01,49,43
11140,37,31,44,47,24,16,42
11139,22,13,40,21,38,44,18
11138,04,42,27,46,38,09,13
11137,44,07,20,25,12,37,45
11136,48,23,34,47,29,06,15
11135,43,49,24,28,17,41,33
11134,15,37,24,47,17,26,01
11133,10,38,32,01,08,30,14
11132,03,33,09,49,34,41,08
11131,43,42,34,19,24,25,02
11130,20,14,12,19,17,39,10
11129,37,16,02,19,48,04,38
11128,34,29,43,09,38,47,27
11127,01,40,03,24,23,36,22
11126,31,21,24,17,14,44,08
11125,39,34,22,07,38,36,30
11124,19,20,45,31,26,01,44
11123,28,19,34,27,14,41,06
11122,07,46,25,37,28,32,04
11121,41,46,03,25,20,13,11
11120,07,18,34,15,46,37,40
11119,33,10,28,16,02,32,23
11118,23,24,32,15,12,34,03
11117,33,30,16,45,12,13,21
11116,21,19,06,45,24,35,39
11115,30,14,38,07,27,40,03
11114,42,17,11,25,13,10,32
11113,13,05,14,31,38,44,16
11112,13,14,12,20,22,42,16
11111,33,35,36,23,11,05,25
11110,04,42,19,31,07,01,03
11109,41,35,34,30,40,15,14
11108,49,36,04,11,35,09,41
11107,25,47,26,19,03,48,08
11106,22,14,18,41,09,33,05
11105,28,42,01,30,16,31,25
11104,31,28,07,33,22,20,04
11103,48,47,38,36,37,05,35
11102,22,47,41,25,48,13,01
11101,13,20,17,21,47,41,08
11100,10,30,26,17,07,03,33
11099,16,45,36,15,47,04,12
11098,18,29,14,17,03,28,24
11097,42,06,21,22,32,11,05
11096,02,37,12,09,13,30,16
11095,31,49,32,27,15,03,09
11094,45,09,16,40,02,17,06
11093,11,31,29,42,18,44,34
11092,07,19,42,06,15,23,41
11091,31,44,15,26,29,21,08
11090,39,27,04,19,08,44,03
11089,28,17,18,14,46,15,12
11088,22,15,08,41,25,27,07
11087,19,12,13,08,18,38,39
11086,12,49,24,36,02,48,40
11085,13,41,21,25,07,05,14
11084,26,30,16,49,40,45,31
11083,27,40,35,32,25,34,16
11082,32,48,31,02,01,14,49
11081,36,32,42,34,33,49,14
11080,03,38,04,33,37,12,20
11079,39,21,20,12,17,10,02
11078,28,08,01,22,33,11,25
11077,19,12,14,47,15,01,45
11076,16,47,26,19,37,36,17
11075,08,27,36,47,44,24,18
11074,13,48,38,01,37,21,16
11073,42,33,04,35,37,28,40
11072,17,02,20,48,42,11,04
11071,25,14,21,06,28,23,02
11070,32,12,02,04,49,43,03
11069,38,09,01,26,13,25,49
11068,19,29,30,28,09,45,03
11067,23,36,04,39,25,30,05
11066,44,35,34,47,31,42,03
11065,30,34,42,27,40,05,49
11064,01,32,28,14,07,42,22
11063,32,24,10,12,04,07,47
11062,38,31,33,39,32,35,43
11061,12,36,45,11,02,16,09
11060,15,37,17,33,32,19,09
11059,47,31,30,16,24,06,35
11058,37,23,32,34,13,08,35
11057,11,28,07,21,27,18,13
11056,22,45,04,20,44,26,14
11055,08,40,30,15,45,29,25
11054,18,24,19,43,27,15,05
11053,45,40,34,38,29,12,20
11052,10,19,48,33,29,06,26
11051,28,25,17,37,47,42,32
11050,47,05,48,36,09,14,27
11049,32,29,14,47,28,24,43
11048,36,07,49,43,18,29,47
11047,40,37,12,29,41,27,49
11046,34,20,02,16,07,36,06
11045,42,19,17,46,05,32,48
11044,43,46,24,47,48,02,25
11043,44,31,41,43,16,36,22
11042,34,47,14,16,41,03,35
11041,13,17,11,02,44,23,04
11040,14,21,36,45,47,15,17
11039,21,41,08,48,14,37,39
11038,29,05,02,13,19,12,16
11037,46,05,27,48,07,09,25
11036,10,33,35,37,07,05,34
11035,21,36,14,34,33,05,35
11034,38,17,15,29,44,40,24
11033,21,32,45,20,49,22,03
11032,30,44,47,35,07,28,38
11031,23,47,11,29,26,18,34
11030,37,03,01,46,16,13,35
11029,31,25,42,18,14,12,15
11028,11,47,20,03,23,49,40
11027,04,42,28,12,41,31,36
11026,45,38,05,33,24,13,22
11025,08,09,31,41,18,32,40
11024,22,11,03,20,05,47,37
11023,15,45,30,29,49,10,19
11022,49,07,30,33,26,01,37
11021,11,03,09,29,30,32,02
11020,17,22,12,23,06,26,34
11019,28,23,11,15,14,38,46
11018,41,34,18,07,10,06,24
11017,31,02,08,25,11,10,13
11016,21,46,44,13,43,17,04
11015,35,26,15,41,07,42,30
11014,26,15,39,28,29,20,19
11013,47,15,01,17,34,35,29
11012,43,40,44,05,20,48,35
11011,46,02,12,36,07,47,33
11010,38,23,08,06,46,39,29
11009,05,18,49,39,34,06,20
11008,38,40,28,30,29,27,37
11007,26,14,04,07,47,19,23
11006,27,48,11,14,05,21,38
11005,31,32,29,07,13,08,45
11004,05,21,26,37,16,24,44
11003,01,40,42,11,12,27,02
11002,40,13,08,16,12,35,32
11001,11,31,49,46,27,36,06
11000,05,16,25,35,12,44,30
10999,22,01,28,31,35,23,45
10998,45,41,34,37,24,35,21
10997,48,33,44,08,05,06,45
10996,29,22,11,37,03,08,32
10995,16,26,33,19,30,21,38
10994,22,27,14,37,40,31,35
10993,03,38,32,10,35,41,23
10992,31,36,29,26,33,42,24
10991,44,46,45,39,35,47,26
10990,11,17,39,30,29,47,43
10989,18,06,21,10,19,43,44
10988,27,13,32,19,04,15,11
10987,04,02,31,39,12,28,19
10986,12,39,31,18,23,11,34
10985,19,29,20,26,07,34,31
10984,06,27,07,49,18,46,33
10983,13,35,19,43,49,20,03
10982,02,38,42,40,41,03,47
10981,18,29,06,05,39,16,41
10980,43,48,42,44,30,13,15
10979,12,02,38,15,04,44,30
10978,22,25,10,39,24,02,48
10977,44,24,43,32,22,14,07
10976,37,24,39,45,23,47,27
10975,25,01,08,21,37,06,02
10974,04,20,47,46,49,44,38
10973,03,38,07,29,49,32,14
10972,16,11,28,29,24,13,20
10971,01,33,04,18,13,32,40
10970,36,10,43,06,45,08,25
10969,08,05,30,15,21,46,03
10968,01,10,29,49,44,33,40
10967,46,20,06,11,38,04,37
10966,45,38,07,05,12,20,25
10965,07,13,19,34,25,42,32
10964,12,16,18,31,36,33,07
10963,06,31,10,35,13,34,46
10962,36,29,18,19,48,22,43
10961,02,30,14,18,32,31,22
10960,49,43,29,11,37,30,05
10959,02,12,38,49,42,22,48
10958,05,28,25,35,02,04,23
10957,49,20,10,29,31,13,45
10956,13,41,24,04,37,08,05
10955,49,26,14,37,48,16,31
10954,01,22,45,37,33,03,11
10953,39,03,12,37,45,01,05
10952,26,32,06,15,01,24,42
10951,24,39,27,12,10,42,29
10950,02,40,35,29,36,37,32
10949,22,15,49,01,17,10,47
10948,45,09,36,34,39,13,05
10947,48,01,12,38,05,09,27
10946,21,14,19,01,07,27,49
10945,07,21,38,26,36,35,41
10944,23,20,37,35,11,13,06
10943,10,25,34,09,20,29,36
10942,44,13,19,32,03,35,24
10941,43,36,19,02,08,46,25
10940,01,07,48,11,03,36,40
10939,22,29,45,49,41,28,36
10938,11,38,10,36,04,16,15
10937,07,33,25,46,10,42,16
10936,29,21,44,20,10,04,09
10935,35,42,25,45,01,13,40
10934,49,30,11,14,41,33,03
10933,49,33,15,44,45,01,02
10932,47,23,11,43,26,25,42
10931,33,07,31,26,39,30,49
10930,29,31,36,21,47,28,18
10929,16,04,24,48,43,19,03
10928,11,42,43,38,24,29,44
10927,17,02,37,41,35,26,16
10926,49,11,25,42,38,48,07
10925,06,21,42,09,26,43,48
10924,09,29,48,34,42,23,24
10923,24,08,23,21,33,37,28
10922,45,49,26,20,41,21,18
10921,41,40,19,37,30,09,42
10920,33,30,16,46,15,49,32
10919,13,25,43,12,41,07,23
10918,29,47,11,25,12,22,09
10917,35,18,16,49,03,19,10
10916,07,14,43,18,28,27,49
10915,23,13,31,03,30,38,29
10914,35,43,49,27,41,26,37
10913,33,38,37,43,45,49,48
10912,28,20,37,16,47,17,14
10911,29,21,20,18,16,24,02
10910,24,20,41,31,34,35,12
10909,05,17,26,03,49,07,46
10908,03,49,45,12,01,19,17
10907,03,21,49,06,33,36,45
10906,18,42,45,16,13,32,46
10905,12,04,13,32,26,33,25
10904,18,21,16,37,33,29,20
10903,47,36,39,45,24,35,03
10902,03,35,17,33,27,26,24
10901,22,18,48,04,09,47,10
10900,37,41,13,11,33,21,34
10899,40,31,07,39,30,47,29
10898,26,33,06,02,28,45,12
10897,42,18,27,12,28,45,17
10896,32,02,03,05,31,23,04
10895,18,49,07,10,46,16,44
10894,21,11,30,16,20,07,18
10893,35,43,49,24,03,25,08
10892,28,25,24,32,48,11,29
10891,26,07,45,01,38,41,16
10890,49,26,37,04,43,15,20
10889,14,31,37,38,44,43,17
10888,27,21,18,03,36,01,16
10887,33,31,05,07,37,25,46
10886,05,06,22,19,39,09,17
10885,35,06,12,28,30,20,34
10884,48,09,15,41,46,42,02
10883,18,15,07,36,11,20,31
10882,28,46,03,34,36,47,07
10881,26,12,41,36,40,49,47
10880,23,36,20,22,17,05,04
10879,46,01,47,13,23,30,21
10878,02,17,32,44,18,48,26
10877,24,32,41,37,09,30,36
10876,22,15,14,27,18,35,05
10875,14,23,33,42,21,09,40
10874,33,37,03,12,13,16,25
10873,39,41,31,30,45,12,46
10872,18,26,20,42,46,38,14
10871,26,33,29,04,30,10,17
10870,45,48,25,40,30,17,47
10869,15,30,28,46,27,13,07
10868,45,38,35,15,16,20,41
10867,33,13,02,04,31,35,12
10866,10,26,35,38,03,07,22
10865,02,08,44,01,41,25,11
10864,41,18,44,15,13,08,10
10863,12,25,26,08,23,41,20
10862,04,34,30,24,25,07,33
10861,47,33,37,42,24,36,29
10860,26,29,14,30,47,01,11
10859,42,23,02,12,16,14,27
10858,12,40,10,31,19,35,07
10857,36,27,06,26,14,02,08
10856,17,37,02,32,12,14,13
10855,23,42,17,24,15,47,26
10854,37,46,36,12,22,44,07
10853,12,36,38,28,49,41,33
10852,40,16,01,32,06,46,44
10851,28,07,39,18,35,17,27
10850,21,27,34,14,30,17,09
10849,11,13,12,05,10,09,19
10848,32,12,35,29,19,01,34
10847,09,20,07,29,49,43,46
10846,02,29,16,43,35,20,11
10845,08,43,11,46,34,29,12
10844,18,35,08,28,25,30,07
10843,23,37,47,06,31,08,24
10842,07,12,09,10,13,08,37
10841,09,29,42,01,08,07,24
10840,49,21,23,24,39,02,33
10839,33,01,27,17,23,05,39
10838,23,49,24,37,29,27,31
10837,29,45,27,28,25,33,22
10836,10,22,40,32,29,08,20
10835,24,17,49,21,48,13,15
10834,08,15,30,48,39,02,31
10833,44,46,45,17,48,28,12
10832,22,29,43,36,04,40,23
10831,44,05,38,48,14,17,28
10830,30,33,18,22,28,15,26
10829,34,20,35,27,04,19,08
10828,31,42,40,33,38,21,29
10827,09,12,15,31,42,19,17
10826,27,32,31,42,11,36,45
10825,34,23,09,02,42,31,19
10824,28,25,12,05,42,06,10
10823,38,13,31,19,15,01,21
10822,18,17,15,03,01,45,38
10821,26,24,32,16,25,21,15
10820,44,04,31,18,12,05,13
10819,11,43,35,31,02,19,15
10818,45,21,09,17,31,34,26
10817,41,33,31,40,09,23,29
10816,17,01,13,34,45,16,24
10815,27,29,36,14,49,04,26
10814,31,45,39,19,47,46,36
10813,32,49,46,15,16,42,38
10812,12,01,39,35,06,47,19
10811,01,47,41,22,06,24,07
10810,36,37,38,33,23,28,27
10809,06,39,36,05,25,19,47
10808,09,48,37,27,28,05,41
10807,43,47,31,27,29,25,36
10806,48,09,01,10,43,02,25
10805,42,04,02,17,39,08,16
10804,28,03,29,40,45,32,23
10803,23,39,42,29,43,19,24
10802,23,49,11,41,24,28,21
10801,24,31,27,29,14,12,10
10800,01,06,39,46,17,30,03
10799,24,10,04,19,30,44,35
10798,16,10,21,07,47,40,39
10797,08,02,45,32,37,12,19
10796,15,39,32,21,17,04,33
10795,30,16,08,29,48,31,11
10794,04,45,31,36,29,27,14
10793,27,24,18,20,46,37,05
10792,12,26,23,10,37,11,07
10791,11,28,06,16,47,24,33
10790,14,24,37,26,36,34,21
10789,03,41,31,01,35,19,39
10788,38,15,30,45,19,07,01
10787,37,26,27,03,38,32,44
10786,16,34,24,04,47,49,31
10785,03,30,25,18,08,44,10
10784,14,05,32,15,28,18,34
10783,30,21,38,33,19,36,35
10782,27,44,31,08,37,22,40
10781,45,01,19,03,23,47,12
10780,41,19,23,18,25,05,45
10779,17,15,29,36,30,10,22
10778,01,26,02,24,08,12,21
10777,22,01,21,48,17,07,31
10776,18,35,48,45,47,19,04
10775,12,34,08,01,10,24,46
10774,21,16,38,33,34,46,35
10773,46,47,28,09,24,29,07
10772,37,36,08,06,46,09,48
10771,35,01,10,41,02,40,21
10770,01,26,41,06,25,03,33
10769,15,41,26,46,23,08,30
10768,37,17,30,12,07,32,33
10767,38,40,37,09,16,34,26
10766,28,35,18,27,23,05,09
10765,06,38,37,49,32,11,20
10764,30,42,43,08,44,18,38
10763,26,39,27,34,09,38,48
10762,37,05,17,42,12,07,38
10761,39,08,06,46,35,21,48
10760,41,20,01,05,26,16,15
10759,19,47,17,46,28,41,16
10758,35,11,16,40,46,37,43
10757,25,15,12,20,11,47,02
10756,09,14,15,24,37,12,36
10755,13,24,46,23,32,07,09
10754,39,12,15,11,03,44,07
10753,21,46,44,07,36,15,37
10752,39,13,15,04,31,33,14
10751,23,40,38,18,19,28,29
10750,40,34,26,41,39,35,37
10749,15,37,35,14,42,43,20
10748,28,35,20,48,44,08,47
10747,46,25,07,13,47,43,14
10746,17,14,28,13,09,38,36
10745,04,32,45,05,46,19,38
10744,04,38,14,03,21,16,36
10743,37,42,18,12,49,15,33
10742,09,27,04,35,03,15,47
10741,39,27,23,21,17,10,33
10740,05,10,07,40,16,39,20
10739,41,21,11,32,05,04,09
10738,46,15,23,13,03,19,01
10737,29,15,49,04,25,37,27
10736,21,28,40,42,43,13,06
10735,22,29,05,01,46,31,40
10734,39,10,15,31,32,35,33
10733,24,26,19,15,11,32,18
10732,05,49,35,45,14,20,06
10731,28,36,29,02,44,15,38
10730,39,38,45,04,32,47,01
10729,27,37,30,09,17,13,40
10728,17,15,44,14,12,46,31
10727,34,01,04,44,19,47,09
10726,02,45,24,19,26,22,32
10725,37,16,35,22,44,25,42
10724,21,02,29,47,01,14,41
10723,21,22,33,09,30,20,10
10722,02,23,33,15,18,14,40
10721,32,01,43,10,36,19,23
10720,01,08,37,46,32,07,15
10719,13,18,24,17,16,22,10
10718,36,10,12,44,07,26,41
10717,37,47,33,48,05,11,32
10716,35,29,30,20,11,26,08
10715,21,28,39,33,24,47,05
10714,03,35,02,42,12,44,30
10713,46,35,25,07,16,19,02
10712,01,23,25,02,38,41,43
10711,29,32,06,22,46,05,24
10710,39,42,40,16,29,10,27
10709,03,10,24,23,34,08,15
10708,36,27,15,48,09,23,17
10707,04,49,42,46,28,39,48
10706,49,02,12,31,17,03,34
10705,04,27,41,11,32,31,05
10704,11,21,34,05,13,46,27
10703,15,33,48,36,05,46,43
10702,32,48,47,13,42,29,07
10701,46,11,02,03,22,34,18
10700,35,15,38,08,31,12,44
10699,36,14,02,42,19,20,31
10698,45,11,27,35,09,22,41
10697,48,18,34,33,01,13,19
